Date,APA,BA,BAX,BMY,CMCSA,CNP,CPB,DE,HPQ,JCI,JPM,LUV,MMC,MO,MSFT,NI,PCAR,PSA,SEE,T,TGT,TMO,TXT,VZ,ZION
2016-01-05,-0.02025646539871606,0.00405715952695318,0.0040359240614586955,0.019692659178746075,0.00017958224532810263,0.00930482522594378,0.0036779413005598727,0.005783161950393856,0.009482828512128672,-0.011953848665329114,0.001729166716509578,0.01191622802744785,0.008284549107121286,0.020212525778834145,0.004561998654186716,0.015881197299876693,0.00021168850421116048,0.02823574898873482,0.009758477749149064,0.006987227924061923,0.017538965863510336,-0.0017295783799563536,0.0024098514922281655,0.01373432310904299,-0.010857342897802047
2016-01-06,-0.11486356866684133,-0.015879092181881327,0.002411377448138019,-0.017556469561685217,-0.007726779116566829,-0.012473204719511632,-0.0017359036813142659,-0.011238566564200303,-0.03586705152406988,-0.009551095941740084,-0.014435775699852327,0.009184932220980269,-0.012050310365267491,0.010589032707748691,-0.018165279487537545,0.005547588641755086,0.00021204837414234845,0.0015920372467310706,-0.01564671012667951,0.0031075994612446145,-0.01015500815903525,-0.007653179541285415,-0.030048501088240864,-0.00903446148417375,-0.02914473169487064
2016-01-07,-0.05138830595544508,-0.04192168476472524,-0.016572953781877064,-0.027699215826185508,-0.011046864619980723,-0.01976910535133003,-0.012206288568695989,-0.00885540615399194,-0.04605824954807036,-0.025393656144317545,-0.04043946211918603,-0.021003243171132557,-0.007577373918042696,-0.017407348717786597,-0.034782349986804184,-0.022066800235721273,-0.03030940867330667,-0.010410738844540801,-0.031556571844251646,-0.016147972655424114,-0.0026997052938046995,-0.02284475012550191,-0.020569617531210116,-0.005492004097061076,-0.030019646229813457
2016-01-08,0.0027359819637129412,-0.022704788628188033,-0.016037060512327006,-0.02542505591248756,0.001098536981596121,-0.002240897544222631,0.005706418058422091,-0.01640250325270487,-0.017641578076560083,-0.0016492759581719918,-0.022399251123666586,0.006197857356215808,-0.013966540678738482,0.0017199750022798277,0.0030669111195169574,-0.0015383841259494213,-0.011365941811676827,-0.007307485366364275,-0.0014480680676424162,0.0008952793683494331,-0.03383888097420884,-0.0011165481210120287,-0.011386668095208385,-0.00971938361496294,-0.011253609429285438
2016-01-11,-0.04338331541822571,0.001692179261448823,-0.016850791632294526,-0.01021549788007936,0.0009148028734584646,-0.01179101508761915,0.005674039616291537,0.005287610645314578,0.006616548103698161,0.0003304642337189634,-0.0015275138809389688,-0.004027643472031439,-0.014542006041883937,0.02094772468259931,-0.000573399098015348,0.01643556671017432,0.0,0.009869283508843862,-0.001450371756452462,0.012223967916814571,0.014570128789255232,0.005366488398212299,-0.004607107324468562,0.005799562159618965,-0.019918730198942636
2016-01-12,0.010268263176287817,0.013132627120609586,-0.0030907603340112333,0.007303963108939104,0.0027411011905142946,-0.017045565489927528,0.04046705252406446,0.004989964291657545,0.01596186152139989,0.009577412335119995,0.002209749570339481,0.01522361310819309,0.009390486170959056,-0.0013452792327778296,0.009177621003120473,-0.012632665287877543,-0.00088446836413969,0.002002759705115764,0.008714360233616825,-0.001472417215959032,0.01297968261196969,0.01549561293800128,0.004885549532104738,-0.003548577001980635,-0.004147910440088998
2016-01-13,0.005081608819042627,-0.02880526889412327,-0.01832021775334791,-0.034047938323883864,-0.024056882893013443,-0.013294857543776573,-0.012902121711595549,-0.01744487762325897,-0.022180870689868737,-0.024861107605831823,-0.02747628417188297,-0.053420693620879534,-0.008353764858520463,-0.026945114527414882,-0.021598977581457346,-0.0035823967028761894,-0.019694651119838147,-0.0032778909197861417,-0.021598145658605516,-0.00472014282503308,-0.02344596456306902,-0.023362927934987288,-0.028915012098246762,-0.01735996672289064,-0.04664718463647988
2016-01-14,0.040168604767016,0.008429614603788993,0.013781200593756093,0.0363904198185212,0.028011218663497317,0.03280611188226179,0.013260088279452908,0.005189267941927644,0.003780503672335289,0.013753550459188135,0.014998398461235851,0.0017326208788375208,0.025655837373061985,0.007615160684558031,0.028466557328855613,0.02722139593786599,0.031828287152409596,0.00152381761421716,0.013490339875892765,0.016597774023701328,-0.017169176354915106,0.015100464724496776,0.0002636904365727055,0.016307405302030897,0.00436869821204855
2016-01-15,-0.0459086692783548,-0.027631668269856635,-0.005947226327200239,-0.011494448008916858,-0.02107180781263207,-0.018718052989034395,-0.009347492404692237,-0.0065213828113291905,-0.048022649839498666,0.002316595559105128,-0.01993144691764337,-0.017296931428862794,-0.025387508945554194,-0.017519892190737574,-0.039917378381368884,-0.0129999970338468,-0.00875076420417531,-0.004724890142517535,-0.009196532234679311,-0.009037958805067747,-0.004686844602530771,-0.02231415003120918,-0.016069803163044738,-0.009805338674165998,-0.02827326273769659
2016-01-19,-0.02405906106183664,0.0034227227866079346,0.007407139585610567,0.006849612189169463,0.006680421111260326,0.011560558864013304,0.02528770526392754,-0.009026321576273033,-0.0346192092791997,0.007593094646834997,-0.0005259263326317098,-0.00427424979051827,-0.0011491373566712149,0.020979084817695837,-0.00843293200407702,0.015197823787178377,-0.006179611263967155,0.007604123272708652,-0.024181718195681823,0.015298592701932012,-0.011986411421750942,0.01619484665434645,-0.014725939637152186,0.009902435407030952,-0.017905016039621247
